County,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06
Nevada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouachita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poinsett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Francis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Searcy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sevier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Buren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodruff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Out of AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unassigned,0,1,1,1,2,4,5,2,3,4,6,6,8,10,10
